GVKEY,LPERMNO,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,aqc,at,capx,ceq,che,csho,dlc,dltt,dv,emp,ppent,sale,sppe,xrd,costat,prcc_f,conml,gsector,sic,state
144621,89050,41852,2020/10/31,2020,INDL,C,D,STD,BFK,09248F109,BLACKROCK MUN INCOME FUND,USD,,,,,,44.8310,,,,,,,,,A,13.7800,BlackRock Municipal Income Trust,,6726,DE
144622,89051,41853,2020/10/31,2020,INDL,C,D,STD,BBF,09248H105,BLACKROCK MUN INCOME INV TR,USD,,,,,,10.2320,,,,,,,,,A,12.6800,BlackRock Municipal Income Investment Trust,,6726,DE
144624,89053,41855,2020/10/31,2020,INDL,C,D,STD,BNY,09248L106,BLACKROCK NY MUN INCOME FUND,USD,,,,,,12.9760,,,,,,,,,A,13.3700,BlackRock New York Municipal Income Trust,,6726,DE
144998,90175,45186,2020/12/31,2020,INDL,C,D,STD,XPO,983793100,XPO LOGISTICS INC,USD,0.0000,16169.0000,526.0000,2708.0000,2054.0000,102.0000,1821.0000,7164.0000,0.0000,,4939.0000,16252.0000,195.0000,,A,119.2000,XPO Logistics Inc,20,4731,CT
145024,89103,41975,2020/09/30,2020,INDL,C,D,STD,GLAD,376535100,GLADSTONE CAPITAL CORP,USD,0.0000,459.1770,0.0000,233.7430,2.4690,31.5670,0.0000,221.5350,25.1630,0.0000,0.0000,47.9590,0.0000,,A,7.4100,Gladstone Capital Corp,40,6797,VA
145046,89179,42273,2020/12/31,2020,INDL,C,D,STD,ANTM,036752103,ANTHEM INC,USD,1976.0000,86615.0000,1021.0000,33199.0000,30733.0000,249.4440,700.0000,19335.0000,954.0000,,,121867.0000,0.0000,,A,321.0900,Anthem Inc,35,6324,IN
145414,89162,42132,2020/10/31,2020,INDL,C,D,STD,NZF,67070X101,NUVEEN MUN CREDIT INCM FD,USD,,,,,,142.1260,,,,,,,,,A,14.7400,Nuveen Municipal Credit Income Fund,,6726,IL
145552,89269,42540,2020/12/31,2020,INDL,C,D,STD,CNC,15135B101,CENTENE CORP,USD,4049.0000,68719.0000,869.0000,25773.0000,12380.0000,581.4790,,16682.0000,0.0000,71.3000,,111115.0000,,,A,60.0300,Centene Corp,35,6324,MO
145701,89195,42285,2020/12/31,2020,INDL,C,D,STD,PFG,74251V102,PRINCIPAL FINANCIAL GRP INC,USD,,296627.7000,,16558.9000,3381.9000,273.3000,84.7000,4279.2000,,,1019.0000,14741.7000,,,A,49.6100,Principal Financial Group Inc.,40,6282,IA
146017,89216,42401,2020/08/31,2020,INDL,C,D,STD,AYI,00508Y102,ACUITY BRANDS INC,USD,303.0000,3491.7000,54.9000,2127.5000,560.7000,38.8730,41.5000,433.6000,20.8000,11.5000,333.9000,3326.3000,0.2000,82.0000,A,109.2900,Acuity Brands Inc.,20,3640,GA
146081,89240,42419,2020/12/31,2020,INDL,C,D,STD,JRS,67071B108,NUVEEN REAL ESTATE INCOME FD,USD,,,,,,28.8920,,,,,,,,,A,8.4400,Nuveen Real Estate Income Fund,,6726,IL
146140,93251,53342,2020/12/31,2020,INDL,C,D,STD,PDM,720190206,PIEDMONT OFFICE REALTY TRUST,USD,,3739.8100,,1896.2780,9.2140,123.8390,0.0000,1622.0040,,0.1370,,537.6110,,0.0000,A,16.2300,Piedmont Office Realty Trust Inc,60,6798,GA
146217,89221,42407,2020/10/31,2020,INDL,C,D,STD,BHK,09249E101,BLACKROCK CORE BOND TRUST,USD,,,,,,53.9350,,,,,,,,,A,15.5000,BlackRock Core Bond Trust,,6726,DE
146538,89257,42523,2020/10/31,2020,INDL,C,D,STD,PCN,72200U100,PIMCO CORP & INCM STRGY FUND,USD,,,,,,39.7920,,,,,,,,,A,15.3300,PIMCO Corporate & Income Strategy Fund,,6726,CA
146886,89282,42636,2020/10/31,2020,INDL,C,D,STD,AFB,01864U106,ALLIANCEBERNSTEIN NATL MUN,USD,,,,,,28.7450,,,,,,,,,A,13.5800,AllianceBernstein National Municipal Income Fund Inc,,6726,NY
147432,89298,42770,2020/12/31,2020,INDL,C,D,STD,RQI,19247L106,COHEN & STEERS QTY INCM RLTY,USD,,,,,,134.2430,,,,,,,,,A,12.4000,Cohen & Steers Quality Income Realty Fund Inc.,,6726,NY
147579,89393,43145,2020/12/31,2020,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,0.0000,39280.3590,497.9230,11065.2400,8205.5500,442.8950,756.1000,17754.7260,0.0000,9.4000,2997.9090,24996.0560,0.0000,1829.6000,A,540.7300,Netflix Inc,50,7841,CA
147708,89447,43326,2020/10/31,2020,INDL,C,D,STD,CVGW,128246105,CALAVO GROWERS INC,USD,18.3960,429.6240,11.3430,254.5300,4.0550,17.6610,28.3360,63.9890,19.3540,3.9710,190.5320,1059.3710,0.0000,0.7000,A,67.1300,Calavo Growers Inc,30,5140,CA
147831,89336,42921,2020/10/31,2020,INDL,C,D,STD,NVG,67071L106,NUVEEN AMTFREE  MUNI CRDT,USD,,,,,,213.3710,,,,,,,,,A,15.6200,Nuveen AMT-Free Municipal Credit Income Fund,,6726,IL
147841,89348,42934,2020/12/31,2020,INDL,C,D,STD,WEA,957664105,WESTERN ASSET PREMIER BD FD,USD,,,,,,11.8630,,,,,,,,,A,14.1700,Western Asset Premier Bond Fund,,6726,CA
147849,89387,43140,2020/12/31,2020,INDL,C,D,STD,CPSI,205306103,COMPUTER PROGRAMS & SYSTEMS,USD,0.0000,326.2720,3.3360,200.0000,12.6710,14.4640,3.4570,78.4520,4.3380,,19.7490,264.4880,0.0000,33.4570,A,26.8400,Computer Programs and Systems Inc,35,7373,AL
147988,91975,52247,2020/09/30,2020,INDL,C,D,STD,ACM,00766T100,AECOM,USD,0.0000,12998.9510,114.5910,3292.5580,1708.3320,157.0450,189.2740,2786.4230,0.0000,54.0000,1033.7870,13239.9760,3.8000,,A,41.8400,AECOM,20,8711,CA
148349,91152,50481,2020/09/30,2020,INDL,C,D,STD,TDG,893641100,TRANSDIGM GROUP INC,USD,0.0000,18395.0000,105.0000,-3972.0000,4717.0000,54.4140,647.0000,19471.0000,1928.0000,14.2000,855.0000,5103.0000,0.0000,130.9000,A,475.1200,TransDigm Group Inc,20,3728,OH
148390,89753,44115,2020/12/31,2020,INDL,C,D,STD,FORM,346375108,FORMFACTOR INC,USD,51.8800,963.2170,55.8650,744.0840,256.9390,77.4380,16.2200,52.9740,0.0000,,134.8590,693.6160,0.0000,89.0340,A,43.0200,FormFactor Inc,45,3825,CA
148430,89358,43000,2020/08/31,2020,INDL,C,D,STD,BHV,092481100,BLACKROCK VA MUNICIPAL BOND,USD,,,,,,1.6080,,,,,,,,,A,16.0900,BlackRock Virginia Municipal Bond Trust,,6726,DE
148432,89361,43002,2020/08/31,2020,INDL,C,D,STD,BBK,09249H104,BLACKROCK MUNICIPAL BOND TR,USD,,,,,,10.5230,,,,,,,,,A,15.3900,BlackRock Municipal Bond Trust,,6726,DE
148435,89364,43005,2020/08/31,2020,INDL,C,D,STD,BZM,09249L105,BLACKROCK MD MUNICIPAL BOND,USD,,,,,,2.0820,,,,,,,,,A,13.9200,BlackRock Maryland Municipal Bond Trust,,6726,DE
148436,89365,43006,2020/08/31,2020,INDL,C,D,STD,BQH,09249P106,BLACKROCK NY MUNICIPAL BOND,USD,,,,,,2.8000,,,,,,,,,A,15.9600,BlackRock New York Municipal Bond Trust,,6726,DE
149070,89626,43791,2020/12/31,2020,INDL,C,D,STD,CME,12572Q105,CME GROUP INC,USD,,124659.6000,,26319.9000,1738.8000,358.0330,0.0000,3443.8000,,,,4883.6000,,,A,182.0500,CME Group Inc,40,6200,IL
149258,89429,43265,2020/10/31,2020,INDL,C,D,STD,CHI,128117108,CALAMOS CONV OPP AND INC FD,USD,,,,,,70.9240,,,,,,,,,A,10.8900,Calamos Convertible Opportunities and Income Fund,,6726,IL
149264,89436,43274,2020/12/31,2020,INDL,C,D,STD,PCK,72200M108,PIMCO CALIF MUN INCOME FD II,USD,,,,,,32.1360,,,,,,,,,A,9.0300,PIMCO California Municipal Income Fund II,,6726,CA
149265,89437,43275,2020/12/31,2020,INDL,C,D,STD,PML,72200W106,PIMCO MUNICIPAL INCOME FD II,USD,,,,,,62.9210,,,,,,,,,A,14.3000,PIMCO Municipal Income Fund II,,6726,CA
149266,89438,43276,2020/12/31,2020,INDL,C,D,STD,PNI,72200Y102,PIMCO NY MUN INCOME FUND II,USD,,,,,,11.1890,,,,,,,,,A,10.8700,PIMCO New York Municipal Income Fund II,,6726,CA
149337,90601,46282,2020/12/31,2020,INDL,C,D,STD,NDAQ,631103108,NASDAQ INC,USD,,17979.0000,,6433.0000,6724.0000,164.0210,0.0000,5930.0000,,,856.0000,5627.0000,,,A,132.7400,Nasdaq Inc,40,6200,NY
149618,89482,43449,2020/12/31,2020,INDL,C,D,STD,BANC,05990K106,BANC OF CALIFORNIA INC,USD,,7877.3340,,712.3290,220.8190,50.2450,0.0000,816.7570,,,141.1530,309.1250,,,A,14.7100,Banc of California Inc,40,6020,CA
149697,89459,43336,2020/08/31,2020,INDL,C,D,STD,BLE,09249N101,BLACKROCK MUNI INCOME TR II,USD,,,,,,23.5440,,,,,,,,,A,14.8300,BlackRock Municipal Income Trust II,,6726,DE
149698,89460,43337,2020/08/31,2020,INDL,C,D,STD,BFY,09249R102,BLACKROCK NY MUN INCM TR II,USD,,,,,,5.0050,,,,,,,,,A,13.9866,BlackRock New York Municipal Income Trust II,,6726,DE
149738,93150,43340,2020/12/31,2020,INDL,C,D,STD,CIT,125581801,CIT GROUP INC,USD,,58106.6000,,5197.9000,4161.7000,98.6090,0.0000,5837.3000,,,7836.6000,3150.4000,,,A,35.9000,CIT Group Inc,40,6020,NY
149906,14599,54822,2020/09/30,2020,INDL,C,D,STD,HNNA,425885100,HENNESSY ADVISORS INC,USD,0.0000,94.7860,0.1720,78.1780,9.9640,7.3570,0.3300,0.0000,3.9670,0.0210,0.5700,33.3890,0.0000,,A,8.2900,Hennessy Advisors Inc,40,6282,CA
150158,89492,43460,2020/07/31,2020,INDL,C,D,STD,HPI,41013W108,HANCOCK JOHN PFD INCOME FD,USD,,,,,,26.0910,,,,,,,,,A,20.8000,John Hancock Preferred Income Fund,,6726,MA
150241,89489,43457,2020/09/30,2020,INDL,C,D,STD,EIM,27827X101,EATON VANCE MUN BOND FD,USD,,,,,,75.7400,,,,,,,,,A,13.1700,Eaton Vance Municipal Bond Fund,,6726,MA
150242,89490,43458,2020/09/30,2020,INDL,C,D,STD,ENX,27827Y109,EATON VANCE NY MUN BOND FD,USD,,,,,,18.1190,,,,,,,,,A,11.8000,Eaton Vance New York Municipal Bond Fund,,6726,MA
150243,89491,43459,2020/09/30,2020,INDL,C,D,STD,EVM,27828A100,EATON VANCE CA MUN BOND FD,USD,,,,,,25.3810,,,,,,,,,A,11.3600,Eaton Vance Califonia Municipal Bond Fund,,6726,MA
150306,89826,44292,2020/12/31,2020,INDL,C,D,STD,TCBI,88224Q107,TEXAS CAPITAL BANCSHARES INC,USD,0.0000,37726.0960,2.7960,2721.2240,9206.3800,50.4710,3111.7510,478.4250,9.7500,1.6190,91.5460,1242.4280,,,A,59.5000,Texas Capital Bancshares Inc,40,6020,TX
150481,89506,43508,2020/12/31,2020,INDL,C,D,STD,SAIA,78709Y105,SAIA INC,USD,0.0000,1548.7740,231.1420,961.2880,25.3080,26.1560,40.7970,145.7090,0.0000,,1249.7420,1822.3660,12.3250,,A,180.8000,Saia Inc,20,4213,GA
150680,89517,43529,2020/12/31,2020,INDL,C,D,STD,JPS,67072C105,NUVEEN PFD SECURITIES INCM,USD,,,,,,203.7800,,,,,,,,,A,9.7300,Nuveen Preferred Securities Income Fund,,6726,CT
150700,89511,43523,2020/10/31,2020,INDL,C,D,STD,NBW,64123C101,NEUBERGER BERMAN CA INT MUN,USD,,,,,,5.5510,,,,,,,,,A,12.8600,Neuberger Berman California Intermediate Municipal Fund,,6726,NY
150701,89512,43524,2020/10/31,2020,INDL,C,D,STD,NBO,64124K102,NEUBERGER BERMAN NY INT MUN,USD,,,,,,5.0770,,,,,,,,,A,11.6400,Neuberger Berman New York Intermediate Municipal Fund Inc,,6726,NY
150702,89513,43525,2020/10/31,2020,INDL,C,D,STD,NBH,64124P101,NEUBERGER BERMAN MUNI FD,USD,,,,,,18.8140,,,,,,,,,A,14.1500,Neuberger Berman Municipal Fund Inc,,6726,NY
150764,19226,57016,2020/12/31,2020,INDL,C,D,STD,TFII,87241L109,TFI INTERNATIONAL INC,CAD,424.5200,4987.4320,184.9020,2319.4440,5.5670,93.3620,170.4030,1421.3430,87.5910,,1829.0870,4899.0300,67.5240,,A,65.5300,TFI International Inc,20,4210,QC
150937,89641,43807,2020/06/30,2020,INDL,C,D,STD,STX,G7945M107,SEAGATE TECHNOLOGY PLC,USD,0.0000,8930.0000,585.0000,1787.0000,1724.0000,256.7190,33.0000,4205.0000,673.0000,42.0000,2232.0000,10509.0000,,973.0000,A,48.4100,Seagate Technology Plc,45,3572,
151157,89534,43621,2020/08/31,2020,INDL,C,D,STD,BYM,092479104,BLACKROCK MUN INC QLTY TR,USD,,,,,,26.4060,,,,,,,,,A,14.1900,BlackRock Municipal Income Quality Trust,,6726,DE
151159,89537,43623,2020/08/31,2020,INDL,C,D,STD,BSE,09249U105,BLACKROCK NY MUN INC QLTY TR,USD,,,,,,6.5200,,,,,,,,,A,13.3300,BlackRock New York Municipal Income Quality Trust,,6726,DE
151160,89538,43624,2020/08/31,2020,INDL,C,D,STD,BAF,09250G102,BLACKROCK MUN INC INVST QLTY,USD,,,,,,8.7490,,,,,,,,,A,14.3900,BlackRock Municipal Income Investment Quality Trust,,6726,DE
151162,89550,43636,2020/09/30,2020,INDL,C,D,STD,PMX,72201A103,PIMCO MUNICIPAL INCM FD III,USD,,,,,,33.0330,,,,,,,,,A,11.3600,PIMCO Municipal Income Fund III,,6726,CA
151163,89551,43637,2020/09/30,2020,INDL,C,D,STD,PZC,72201C109,PIMCO CALIF MUN INC FD III,USD,,,,,,22.3320,,,,,,,,,A,10.6400,PIMCO California Municipal Income Fund III,,6726,CA
151164,89553,43638,2020/09/30,2020,INDL,C,D,STD,PYN,72201E105,PIMCO NY MUN INCOME FUND III,USD,,,,,,5.7200,,,,,,,,,A,9.1700,PIMCO New York Municipal Income Fund III,,6726,CA
151572,89600,43712,2020/08/31,2020,INDL,C,D,STD,NKX,670651108,NUVEEN CALIF AMT-FREE QTY,USD,,,,,,47.7500,,,,,,,,,A,15.4000,Nuveen California AMT-Free Quality Municipal Income Fund,,6726,IL
151574,89602,43714,2020/09/30,2020,INDL,C,D,STD,NRK,670656107,NUVEEN NY AMT-FREE QL MUN,USD,,,,,,87.6190,,,,,,,,,A,12.8600,Nuveen New York AMT-Free Quality Municipal Income Fund,,6726,IL
151575,89603,43715,2020/10/31,2020,INDL,C,D,STD,NEA,670657105,NUVEEN AMT-FREE QU MUNI INCM,USD,,,,,,278.5900,,,,,,,,,A,14.3300,Nuveen AMT-Free Quality Municipal Income Fund,,6726,IL
151619,89598,43710,2020/07/31,2020,INDL,C,D,STD,HPF,41013X106,HANCOCK JOHN PREF INCM FD II,USD,,,,,,21.3370,,,,,,,,,A,18.4600,John Hancock Preferred Income Fund II,,6726,MA
152008,92468,52886,2020/06/30,2020,INDL,C,D,STD,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,USD,0.0000,65.5320,0.2700,56.1010,46.3390,25.4930,1.0200,0.5650,0.0000,0.1580,3.7750,0.0230,0.0000,21.5770,A,8.8400,Pluristem Therapeutics Inc,35,2836,
152029,89629,43795,2020/11/30,2020,INDL,C,D,STD,FMN,31423P108,FEDERATED HERMES PREMIER MUN,USD,,,,,,11.4970,,,,,,,,,A,14.4500,Federated Hermes Premier Municipal Income Fund,,6726,PA
152071,89635,43801,2020/11/30,2020,INDL,C,D,STD,PTY,72201B101,PIMCO CORP & INCM OPPTY FUND,USD,,,,,,106.2010,,,,,,,,,A,17.3000,PIMCO Corporate & Income Opportunity Fund,,6726,CA
152149,89781,44184,2020/12/31,2020,INDL,C,D,STD,MOH,60855R100,MOLINA HEALTHCARE INC,USD,755.0000,9532.0000,74.0000,2096.0000,6029.0000,59.0000,0.0000,2352.0000,0.0000,,391.0000,19423.0000,0.0000,0.0000,A,212.6800,Molina Healthcare Inc.,35,6324,CA
152548,89649,43852,2020/11/30,2020,INDL,C,D,STD,FFC,338478100,FLAHERTY & CRUMRINE PFD SECS,USD,,,,,,44.4130,,,,,,,,,A,22.7500,Flaherty & Crumrine Preferred Securities Income Fund Inc,,6726,CA
153130,89789,44193,2020/12/31,2020,INDL,C,D,STD,AXS,G0692U109,AXIS CAPITAL HOLDINGS LTD,USD,,25877.6870,,4745.6940,1665.1290,84.3530,0.0000,1449.9580,,,123.5790,4841.9540,,,A,50.3900,AXIS Capital Holdings Ltd,40,6331,
153253,89708,43986,2020/12/31,2020,INDL,C,D,STD,JPC,67073B106,NUVEEN PFD INCM OPPTYS FD,USD,,,,,,103.3330,,,,,,,,,A,9.5000,Nuveen Preferred Income Opportunities Fund,,6726,IL
153773,89726,44026,2020/10/31,2020,INDL,C,D,STD,AVK,00764C109,ADVENT CONVERTIBL AND INC FD,USD,,,,,,34.5250,,,,,,,,,A,13.6200,Advent Convertible And Income Fund,,6726,NY
153957,14925,55022,2020/12/31,2020,INDL,C,D,STD,BCLI,10501E201,BRAINSTORM CELL THERAPEUTICS,USD,0.0000,51.2590,0.3780,35.4640,41.9360,35.1350,2.6550,4.5620,0.0000,0.0400,7.9910,0.0000,0.0000,22.3290,A,4.5250,Brainstorm Cell Therapeutics,35,2836,NY
154039,89800,44176,2020/12/31,2020,INDL,C,D,STD,NTGR,64111Q104,NETGEAR INC,USD,,1106.0390,,689.3840,353.3180,30.1660,,25.5120,,0.8180,45.4910,1255.2020,,88.7880,A,40.6300,NETGEAR Inc,45,3663,CA
154117,89745,44067,2020/08/31,2020,INDL,C,D,STD,HYT,09255P107,BLACKROCK CORP HI YIELD FUND,USD,,,,,,121.9040,,,,,,,,,A,11.1100,BlackRock Corporate High Yield Fund Inc,,6726,DE
154118,89746,44068,2020/12/31,2020,INDL,C,D,STD,EVV,27828H105,EATON VANCE LTD DUR INCM FD,USD,,,,,,116.1470,,,,,,,,,A,12.5300,Eaton Vance Limited Duration Income Fund,,6726,MA
154133,89744,44066,2020/10/31,2020,INDL,C,D,STD,CHY,12811P108,CALAMOS CONV & HIGH INCM FD,USD,,,,,,73.2500,,,,,,,,,A,11.5000,Calamos Convertible and High Income Fund,,6726,IL
154585,91626,44122,2020/12/31,2020,INDL,C,D,STD,RNP,19247X100,COHEN & STEERS REIT & PF&INM,USD,,,,,,47.5820,,,,,,,,,A,22.8300,Cohen & Steers REIT and Preferred and Income Fund Inc,,6726,NY
154609,89764,44124,2020/10/31,2020,INDL,C,D,STD,ERC,94987D101,WELLS FARGO MULTI-SEC INCOME,USD,,,,,,30.5740,,,,,,,,,A,10.8500,Wells Fargo Multi-Sector Income Fund,,6726,CA
154673,89773,44132,2020/12/31,2020,INDL,C,D,STD,JQC,67073D102,NUVEEN CREDIT STRATEGIES,USD,,,,,,135.6090,,,,,,,,,A,6.3300,Nuveen Credit Strategies Income Fund,,6726,CA
155321,89777,44179,2020/10/31,2020,INDL,C,D,STD,BLW,09249W101,BLACKROCK LTD DURATN INC TR,USD,,,,,,35.7520,,,,,,,,,A,14.2900,BlackRock Limited Duration Income Trust,,6726,DE
155323,89780,44182,2020/12/31,2020,INDL,C,D,STD,NHS,64128C106,NEUBERGER BERMAN H YLD ST FD,USD,,,,,,19.5410,,,,,,,,,A,11.6900,Neuberger Berman High Yield Strategies Fund,,6726,NY
155895,89814,44279,2020/07/31,2020,INDL,C,D,STD,PFL,72201H108,PIMCO INCOME STRATEGY FUND,USD,,,,,,30.4430,,,,,,,,,A,9.9500,PIMCO Income Strategy Fund,,6726,CA
155936,89808,44269,2020/11/30,2020,INDL,C,D,STD,FLC,338479108,FLAHERTY & CRUMRINE TOT RET,USD,,,,,,9.9860,,,,,,,,,A,23.1400,Flaherty & Crumrine Total  Return Fund,,6726,CA
156155,89900,44612,2020/11/30,2020,INDL,C,D,STD,SNX,87162W100,SYNNEX CORP,USD,5.5600,13468.5900,197.9650,4338.8590,1568.8700,51.1330,341.8950,3034.8350,20.7820,277.9000,1186.2370,24675.5630,0.0000,,A,160.3100,SYNNEX Corp,45,5045,CA
156157,89913,44623,2020/12/31,2020,INDL,C,D,STD,MRLN,571157106,MARLIN BUSINESS SERVICES INC,USD,,1021.9980,,196.3650,146.3770,11.9750,0.0000,39.3650,,,16.1970,127.6990,,,A,12.2400,Marlin Business Services Corp,40,6172,NJ
156518,89842,44388,2020/08/31,2020,INDL,C,D,STD,EVT,27828G107,EATON VANCE TAX ADVT DIV INC,USD,,,,,,73.5080,,,,,,,,,A,20.4300,Eaton Vance Tax-Advantaged Dividend Income Fund,,6726,MA
156521,89852,44395,2020/12/31,2020,INDL,C,D,STD,JDD,6706EP105,NUVEEN DIVERSIFIED DIV INCM,USD,,,,,,19.7370,,,,,,,,,A,8.7700,Nuveen Diversified Dividend and Income Fund,,6726,IL
156522,89855,44402,2020/12/31,2020,INDL,C,D,STD,WIA,95766Q106,WESTERN ASS INF-LKD INCM FND,USD,,,,,,29.1530,,,,,,,,,A,13.6400,Western Asset Inflation-Linked Income Fund,,6726,CA
156633,89973,44727,2020/09/30,2020,INDL,C,D,STD,UTI,913915104,UNIVERSAL TECHNICAL INST,USD,0.0000,441.9810,9.2620,176.5220,126.9740,32.6470,23.7950,134.2200,5.2640,1.5750,217.4060,300.7610,0.0640,,A,5.0800,Universal Technical Institute Inc.,25,8200,AZ
156861,89971,44726,2020/12/31,2020,INDL,C,D,STD,TPX,88023U101,TEMPUR SEALY INTL INC,USD,41.2000,3308.6000,111.3000,503.6000,65.0000,204.9000,292.4000,1349.6000,0.0000,,812.2000,3676.9000,0.0000,,A,27.0000,Tempur Sealy International Inc,25,2510,KY
156953,90037,44892,2020/12/31,2020,INDL,C,D,STD,HTH,432748101,HILLTOP HOLDINGS INC,USD,,16944.2640,,2323.9390,1433.6220,82.1850,775.5870,574.4490,,,317.3520,2236.9750,,,A,27.5100,Hilltop Holdings Inc,40,6199,TX
157040,89879,44514,2020/08/31,2020,INDL,C,D,STD,FRA,09255X100,BLACKROCK FLTG RATE INCM STR,USD,,,,,,35.8330,,,,,,,,,A,11.7200,BlackRock Floating Rate Income Strategies Fund Inc,,6726,DE
157041,89881,44517,2020/10/31,2020,INDL,C,D,STD,NRO,64190A103,NEUBERGER BERMAN RE SEC FD,USD,,,,,,47.4200,,,,,,,,,A,3.7000,Neuberger Berman Closed-End Real Estate Securities Income Fund Inc.,,6726,NY
157418,89897,44607,2020/10/31,2020,INDL,C,D,STD,NMZ,670682103,NUVEEN MUN HIGH INC OPP FD,USD,,,,,,78.9650,,,,,,,,,A,13.2200,Nuveen Municipal High Income Opportunity Fund,,6726,IL
157479,89892,44604,2020/10/31,2020,INDL,C,D,STD,EFR,27828Q105,EATON VANCE SR FLTNG RTE TR,USD,,,,,,36.8480,,,,,,,,,A,11.9000,Eaton Vance Senior Floating Rate Trust,,6726,MA
157480,89893,44605,2020/12/31,2020,INDL,C,D,STD,GDV,36242H104,GABELLI DIVIDEND & INCOME TR,USD,,,,,,90.6760,,,,,,,,,A,21.4600,Gabelli Dividend & Income Trust,,6726,NY
157583,89970,44723,2020/12/31,2020,INDL,C,D,STD,EMD,95766A101,WESTERN ASST EMERG MRKT DEBT,USD,,,,,,60.7460,,,,,,,,,A,13.9000,Western Asset Emerging Markets Debt Fund Inc,,6726,NY
157865,89935,44689,2020/06/30,2020,INDL,C,D,STD,MEIP,55279B202,MEI PHARMA INC,USD,0.0000,209.7280,0.8940,78.2180,182.6300,111.5140,0.0000,0.0000,0.0000,0.0510,1.0840,28.9130,0.0000,34.0650,A,4.1300,MEI Pharma Inc,35,2834,CA
158456,89990,44808,2020/12/31,2020,INDL,C,D,STD,JTA,67090H102,NUVEEN TAX-ADV TOT RET ST FD,USD,,,,,,14.4840,,,,,,,,,A,9.4200,Nuveen Tax-Advantaged Total Return Strategy Fund,,6726,IL
158494,89984,44801,2020/10/31,2020,INDL,C,D,STD,ETG,27828S101,EATON VANCE TX ADV GLBL DIV,USD,,,,,,76.3000,,,,,,,,,A,14.2900,Eaton Vance Tax-Advantaged Global Dividend Income Fund,,6726,MA
158742,90454,45878,2020/12/31,2020,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,,1331.4290,45.6280,955.0610,510.9170,37.9650,0.0000,93.6120,,0.6060,161.1280,691.5710,,,A,570.5600,MarketAxess Holdings Inc,40,6200,NY
160225,91233,50700,2020/12/31,2020,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,989.0000,33584.0000,339.0000,6391.0000,11182.0000,995.0000,649.0000,12023.0000,1605.0000,,1902.0000,15301.0000,0.0000,,A,356.9400,Mastercard Inc,45,6099,NY
160233,90291,45430,2020/06/30,2020,INDL,C,D,STD,PSEC,74348T102,PROSPECT CAPITAL CORP,USD,0.0000,5300.1630,0.0000,3055.8610,44.5610,373.5380,0.0000,2137.6670,239.9540,,0.0000,623.5300,0.0000,,A,5.1100,Prospect Capital Corp,40,6797,NY
160252,90073,44981,2020/07/31,2020,INDL,C,D,STD,JFR,67072T108,NUVEEN FLOATNG RATE INCME FD,USD,,,,,,56.9180,,,,,,,,,A,8.0300,Nuveen Floating Rate Income Fund,,6726,IL
160287,90105,45063,2020/10/31,2020,INDL,C,D,STD,ETO,27828U106,EATON VANCE TAX AD GLB DV OP,USD,,,,,,15.6810,,,,,,,,,A,19.7400,Eaton Vance Tax Advantaged Global Dividend Opportunities Fund,,6726,MA
160288,90114,45070,2020/12/31,2020,INDL,C,D,STD,LGI,52106W103,LAZARD GLOBAL TOTAL RET INCM,USD,,,,,,13.8600,,,,,,,,,A,17.8100,Lazard Global Total Return & Income Fund Inc,,6726,NY
160303,90103,45061,2020/12/31,2020,INDL,C,D,STD,CII,09256A109,BLACKROCK ENHANCED CAP & INC,USD,,,,,,44.1210,,,,,,,,,A,17.4000,BlackRock Enhanced Capital and Income Fund Inc,,6726,DE
160305,90108,45066,2020/08/31,2020,INDL,C,D,STD,ERH,94987E109,WELLS FARGO UTIL & HI INCOME,USD,,,,,,9.2650,,,,,,,,,A,12.7800,Wells Fargo Utilities and High Income Fund,,6726,CA
160329,90319,45483,2020/12/31,2020,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,738.0000,319616.0000,22281.0000,222544.0000,136694.0000,675.2220,1795.0000,25078.0000,0.0000,135.3010,96960.0000,182527.0000,0.0000,27573.0000,A,1752.6400,Alphabet Inc,50,7370,CA
160329,14542,45483,2020/12/31,2020,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,738.0000,319616.0000,22281.0000,222544.0000,136694.0000,675.2220,1795.0000,25078.0000,0.0000,135.3010,96960.0000,182527.0000,0.0000,27573.0000,A,1752.6400,Alphabet Inc,50,7370,CA
160488,90288,45428,2020/12/31,2020,INDL,C,D,STD,NURO,641255807,NEUROMETRIX INC,USD,0.0000,7.9950,0.0000,5.2480,5.2270,3.7940,0.6000,0.4610,0.0000,0.0200,0.8760,7.3780,0.0000,2.3910,A,3.1600,NeuroMetrix Inc,35,3841,MA
160550,90161,45173,2020/12/31,2020,INDL,C,D,STD,GLU,36242L105,GABELLI GLOBAL UTIL &INCM TR,USD,,,,,,5.3690,,,,,,,,,A,18.4200,Gabelli Global Utility & Income Trust,,6726,NY
